"filename", "language", "PHP", "Markdown", "JSON", "Shell Script", "PowerShell", "XML", "YAML", "CSS", "JavaScript", "HTML", "TypeScript", "SQL", "SCSS", "Ini", "Log", "comment", "blank", "total"
"c:\xampp\htdocs\poncelet-sis\cotizador\vendor\dompdf\dompdf\src\Positioner\ListBullet.php", "PHP", 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 6, 43
"c:\xampp\htdocs\poncelet-sis\cotizador\vendor\dompdf\dompdf\src\Positioner\NullPositioner.php", "PHP", 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 4, 27
"c:\xampp\htdocs\poncelet-sis\cotizador\vendor\dompdf\dompdf\src\Positioner\TableCell.php", "PHP", 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 4, 30
"c:\xampp\htdocs\poncelet-sis\cotizador\vendor\dompdf\dompdf\src\Positioner\TableRow.php", "PHP", 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 5, 35
"c:\xampp\htdocs\poncelet-sis\cotizador\vendor\dompdf\dompdf\src\Renderer.php", "PHP", 181, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 56, 55, 292
"c:\xampp\htdocs\poncelet-sis\cotizador\vendor\dompdf\dompdf\src\Renderer\AbstractRenderer.php", "PHP", 780, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 289, 176, 1245
"c:\xampp\htdocs\poncelet-sis\cotizador\vendor\dompdf\dompdf\src\Renderer\Block.php", "PHP", 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 18, 89
"c:\xampp\htdocs\poncelet-sis\cotizador\vendor\dompdf\dompdf\src\Renderer\Image.php", "PHP", 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 15, 91
"c:\xampp\htdocs\poncelet-sis\cotizador\vendor\dompdf\dompdf\src\Renderer\Inline.php", "PHP", 84, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 24, 127
"c:\xampp\htdocs\poncelet-sis\cotizador\vendor\dompdf\dompdf\src\Renderer\ListBullet.php", "PHP", 172, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 36, 236
"c:\xampp\htdocs\poncelet-sis\cotizador\vendor\dompdf\dompdf\src\Renderer\TableCell.php", "PHP", 123, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 37, 189
"c:\xampp\htdocs\poncelet-sis\cotizador\vendor\dompdf\dompdf\src\Renderer\TableRowGroup.php", "PHP", 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 9, 41
"c:\xampp\htdocs\poncelet-sis\cotizador\vendor\dompdf\dompdf\src\Renderer\Text.php", "PHP", 92, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 34, 159
"c:\xampp\htdocs\poncelet-sis\cotizador\vendor\masterminds\html5\README.md", "Markdown", 0, 207, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 64, 271
"c:\xampp\htdocs\poncelet-sis\cotizador\vendor\masterminds\html5\RELEASE.md", "Markdown", 0, 115, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 158
"c:\xampp\htdocs\poncelet-sis\cotizador\vendor\masterminds\html5\UPGRADING.md", "Markdown", 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 22
"c:\xampp\htdocs\poncelet-sis\cotizador\vendor\masterminds\html5\bin\entities.php", "PHP", 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 5, 27
"c:\xampp\htdocs\poncelet-sis\cotizador\vendor\masterminds\html5\composer.json", "JSON", 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 43
"c:\xampp\htdocs\poncelet-sis\cotizador\vendor\masterminds\html5\src\HTML5.php", "PHP", 97, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 123, 27, 247
"c:\xampp\htdocs\poncelet-sis\cotizador\vendor\masterminds\html5\src\HTML5\Elements.php", "PHP", 420, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 170, 30, 620
"c:\xampp\htdocs\poncelet-sis\cotizador\vendor\masterminds\html5\src\HTML5\Entities.php", "PHP", 2230, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 3, 2237
"c:\xampp\htdocs\poncelet-sis\cotizador\vendor\masterminds\html5\src\HTML5\Exception.php", "PHP", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 11
"c:\xampp\htdocs\poncelet-sis\cotizador\vendor\masterminds\html5\src\HTML5\InstructionProcessor.php", "PHP", 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 3, 42
"c:\xampp\htdocs\poncelet-sis\cotizador\vendor\masterminds\html5\src\HTML5\Parser\CharacterReference.php", "PHP", 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 8, 62
"c:\xampp\htdocs\poncelet-sis\cotizador\vendor\masterminds\html5\src\HTML5\Parser\DOMTreeBuilder.php", "PHP", 398, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 182, 126, 706
"c:\xampp\htdocs\poncelet-sis\cotizador\vendor\masterminds\html5\src\HTML5\Parser\EventHandler.php", "PHP", 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 84, 14, 115
"c:\xampp\htdocs\poncelet-sis\cotizador\vendor\masterminds\html5\src\HTML5\Parser\FileInputStream.php", "PHP", 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 4, 34
"c:\xampp\htdocs\poncelet-sis\cotizador\vendor\masterminds\html5\src\HTML5\Parser\InputStream.php", "PHP", 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 67, 9, 88
"c:\xampp\htdocs\poncelet-sis\cotizador\vendor\masterminds\html5\src\HTML5\Parser\ParseError.php", "PHP", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 11
"c:\xampp\htdocs\poncelet-sis\cotizador\vendor\masterminds\html5\src\HTML5\Parser\README.md", "Markdown", 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 54
"c:\xampp\htdocs\poncelet-sis\cotizador\vendor\masterminds\html5\src\HTML5\Parser\Scanner.php", "PHP", 167, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 196, 54, 417
"c:\xampp\htdocs\poncelet-sis\cotizador\vendor\masterminds\html5\src\HTML5\Parser\StringInputStream.php", "PHP", 133, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 160, 39, 332
"c:\xampp\htdocs\poncelet-sis\cotizador\vendor\masterminds\html5\src\HTML5\Parser\Tokenizer.php", "PHP", 659, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 353, 186, 1198
"c:\xampp\htdocs\poncelet-sis\cotizador\vendor\masterminds\html5\src\HTML5\Parser\TreeBuildingRules.php", "PHP", 95, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 12, 128
"c:\xampp\htdocs\poncelet-sis\cotizador\vendor\masterminds\html5\src\HTML5\Parser\UTF8Utils.php", "PHP", 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 101, 19, 184
"c:\xampp\htdocs\poncelet-sis\cotizador\vendor\masterminds\html5\src\HTML5\Serializer\HTML5Entities.php", "PHP", 1517, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 3, 1534
"c:\xampp\htdocs\poncelet-sis\cotizador\vendor\masterminds\html5\src\HTML5\Serializer\OutputRules.php", "PHP", 344, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 142, 68, 554
"c:\xampp\htdocs\poncelet-sis\cotizador\vendor\masterminds\html5\src\HTML5\Serializer\README.md", "Markdown", 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 33
"c:\xampp\htdocs\poncelet-sis\cotizador\vendor\masterminds\html5\src\HTML5\Serializer\RulesInterface.php", "PHP", 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 77, 10, 100
"c:\xampp\htdocs\poncelet-sis\cotizador\vendor\masterminds\html5\src\HTML5\Serializer\Traverser.php", "PHP", 76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 16, 143
"c:\xampp\htdocs\poncelet-sis\cotizador\vendor\phenx\php-font-lib\.github\workflows\phpunit.yml", "YAML", 0, 0, 0, 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 45
"c:\xampp\htdocs\poncelet-sis\cotizador\vendor\phenx\php-font-lib\README.md", "Markdown", 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 29
"c:\xampp\htdocs\poncelet-sis\cotizador\vendor\phenx\php-font-lib\bower.json", "JSON", 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23
"c:\xampp\htdocs\poncelet-sis\cotizador\vendor\phenx\php-font-lib\composer.json", "JSON", 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 33
"c:\xampp\htdocs\poncelet-sis\cotizador\vendor\phenx\php-font-lib\index.php", "PHP", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\xampp\htdocs\poncelet-sis\cotizador\vendor\phenx\php-font-lib\src\FontLib\AdobeFontMetrics.php", "PHP", 155, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 49, 218
"c:\xampp\htdocs\poncelet-sis\cotizador\vendor\phenx\php-font-lib\src\FontLib\Autoloader.php", "PHP", 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 5, 43
"c:\xampp\htdocs\poncelet-sis\cotizador\vendor\phenx\php-font-lib\src\FontLib\BinaryStream.php", "PHP", 291, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 86, 73, 450
"c:\xampp\htdocs\poncelet-sis\cotizador\vendor\phenx\php-font-lib\src\FontLib\EOT\File.php", "PHP", 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 70, 22, 160
"c:\xampp\htdocs\poncelet-sis\cotizador\vendor\phenx\php-font-lib\src\FontLib\EOT\Header.php", "PHP", 78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 20, 113
"c:\xampp\htdocs\poncelet-sis\cotizador\vendor\phenx\php-font-lib\src\FontLib\EncodingMap.php", "PHP", 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 8, 38
"c:\xampp\htdocs\poncelet-sis\cotizador\vendor\phenx\php-font-lib\src\FontLib\Exception\FontNotFoundException.php", "PHP", 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 11
"c:\xampp\htdocs\poncelet-sis\cotizador\vendor\phenx\php-font-lib\src\FontLib\Font.php", "PHP", 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 19, 90
"c:\xampp\htdocs\poncelet-sis\cotizador\vendor\phenx\php-font-lib\src\FontLib\Glyph\Outline.php", "PHP", 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 21, 110
"c:\xampp\htdocs\poncelet-sis\cotizador\vendor\phenx\php-font-lib\src\FontLib\Glyph\OutlineComponent.php", "PHP", 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 2, 31
"c:\xampp\htdocs\poncelet-sis\cotizador\vendor\phenx\php-font-lib\src\FontLib\Glyph\OutlineComposite.php", "PHP", 181, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 38, 242
"c:\xampp\htdocs\poncelet-sis\cotizador\vendor\phenx\php-font-lib\src\FontLib\Glyph\OutlineSimple.php", "PHP", 251, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 62, 336
"c:\xampp\htdocs\poncelet-sis\cotizador\vendor\phenx\php-font-lib\src\FontLib\Header.php", "PHP", 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 6, 37
"c:\xampp\htdocs\poncelet-sis\cotizador\vendor\phenx\php-font-lib\src\FontLib\OpenType\File.php", "PHP", 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 3, 19
"c:\xampp\htdocs\poncelet-sis\cotizador\vendor\phenx\php-font-lib\src\FontLib\OpenType\TableDirectoryEntry.php", "PHP", 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 4, 19
"c:\xampp\htdocs\poncelet-sis\cotizador\vendor\phenx\php-font-lib\src\FontLib\Table\DirectoryEntry.php", "PHP", 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 31, 135
"c:\xampp\htdocs\poncelet-sis\cotizador\vendor\phenx\php-font-lib\src\FontLib\Table\Table.php", "PHP", 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 19, 93
"c:\xampp\htdocs\poncelet-sis\cotizador\vendor\phenx\php-font-lib\src\FontLib\Table\Type\cmap.php", "PHP", 216, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 67, 299
"c:\xampp\htdocs\poncelet-sis\cotizador\vendor\phenx\php-font-lib\src\FontLib\Table\Type\glyf.php", "PHP", 109, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 33, 154
"c:\xampp\htdocs\poncelet-sis\cotizador\vendor\phenx\php-font-lib\src\FontLib\Table\Type\head.php", "PHP", 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 4, 46
"c:\xampp\htdocs\poncelet-sis\cotizador\vendor\phenx\php-font-lib\src\FontLib\Table\Type\hhea.php", "PHP", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 4, 44
"c:\xampp\htdocs\poncelet-sis\cotizador\vendor\phenx\php-font-lib\src\FontLib\Table\Type\hmtx.php", "PHP", 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 11, 59
"c:\xampp\htdocs\poncelet-sis\cotizador\vendor\phenx\php-font-lib\src\FontLib\Table\Type\kern.php", "PHP", 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 16, 80
"c:\xampp\htdocs\poncelet-sis\cotizador\vendor\phenx\php-font-lib\src\FontLib\Table\Type\loca.php", "PHP", 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 15, 80
"c:\xampp\htdocs\poncelet-sis\cotizador\vendor\phenx\php-font-lib\src\FontLib\Table\Type\maxp.php", "PHP", 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 4, 42
"c:\xampp\htdocs\poncelet-sis\cotizador\vendor\phenx\php-font-lib\src\FontLib\Table\Type\name.php", "PHP", 149, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 25, 194
"c:\xampp\htdocs\poncelet-sis\cotizador\vendor\phenx\php-font-lib\src\FontLib\Table\Type\nameRecord.php", "PHP", 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 7, 53
"c:\xampp\htdocs\poncelet-sis\cotizador\vendor\phenx\php-font-lib\src\FontLib\Table\Type\os2.php", "PHP", 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 2, 47
"c:\xampp\htdocs\poncelet-sis\cotizador\vendor\phenx\php-font-lib\src\FontLib\Table\Type\post.php", "PHP", 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 62, 19, 143
"c:\xampp\htdocs\poncelet-sis\cotizador\vendor\phenx\php-font-lib\src\FontLib\TrueType\Collection.php", "PHP", 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 22, 101
"c:\xampp\htdocs\poncelet-sis\cotizador\vendor\phenx\php-font-lib\src\FontLib\TrueType\File.php", "PHP", 318, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 71, 83, 472
"c:\xampp\htdocs\poncelet-sis\cotizador\vendor\phenx\php-font-lib\src\FontLib\TrueType\Header.php", "PHP", 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 4, 31
"c:\xampp\htdocs\poncelet-sis\cotizador\vendor\phenx\php-font-lib\src\FontLib\TrueType\TableDirectoryEntry.php", "PHP", 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 7, 34
"c:\xampp\htdocs\poncelet-sis\cotizador\vendor\phenx\php-font-lib\src\FontLib\WOFF\File.php", "PHP", 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 17, 82
"c:\xampp\htdocs\poncelet-sis\cotizador\vendor\phenx\php-font-lib\src\FontLib\WOFF\Header.php", "PHP", 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 2, 32
"c:\xampp\htdocs\poncelet-sis\cotizador\vendor\phenx\php-font-lib\src\FontLib\WOFF\TableDirectoryEntry.php", "PHP", 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 7, 35
"c:\xampp\htdocs\poncelet-sis\cotizador\vendor\phenx\php-svg-lib\README.md", "Markdown", 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 14
"c:\xampp\htdocs\poncelet-sis\cotizador\vendor\phenx\php-svg-lib\composer.json", "JSON", 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 32
"c:\xampp\htdocs\poncelet-sis\cotizador\vendor\phenx\php-svg-lib\src\Svg\DefaultStyle.php", "PHP", 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 5, 30
"c:\xampp\htdocs\poncelet-sis\cotizador\vendor\phenx\php-svg-lib\src\Svg\Document.php", "PHP", 297, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 80, 402
"c:\xampp\htdocs\poncelet-sis\cotizador\vendor\phenx\php-svg-lib\src\Svg\Gradient\Stop.php", "PHP", 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 3, 17
"c:\xampp\htdocs\poncelet-sis\cotizador\vendor\phenx\php-svg-lib\src\Svg\Style.php", "PHP", 438, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 71, 551
"c:\xampp\htdocs\poncelet-sis\cotizador\vendor\phenx\php-svg-lib\src\Svg\Surface\CPdf.php", "PHP", 3888, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1609, 922, 6419
"c:\xampp\htdocs\poncelet-sis\cotizador\vendor\phenx\php-svg-lib\src\Svg\Surface\SurfaceCpdf.php", "PHP", 364, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 107, 495
"c:\xampp\htdocs\poncelet-sis\cotizador\vendor\phenx\php-svg-lib\src\Svg\Surface\SurfaceInterface.php", "PHP", 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 34, 91
"c:\xampp\htdocs\poncelet-sis\cotizador\vendor\phenx\php-svg-lib\src\Svg\Surface\SurfacePDFLib.php", "PHP", 310, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 87, 423
"c:\xampp\htdocs\poncelet-sis\cotizador\vendor\phenx\php-svg-lib\src\Svg\Tag\AbstractTag.php", "PHP", 131, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 38, 191
"c:\xampp\htdocs\poncelet-sis\cotizador\vendor\phenx\php-svg-lib\src\Svg\Tag\Anchor.php", "PHP", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 4, 15
"c:\xampp\htdocs\poncelet-sis\cotizador\vendor\phenx\php-svg-lib\src\Svg\Tag\Circle.php", "PHP", 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 5, 32
"c:\xampp\htdocs\poncelet-sis\cotizador\vendor\phenx\php-svg-lib\src\Svg\Tag\ClipPath.php", "PHP", 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 9, 34
"c:\xampp\htdocs\poncelet-sis\cotizador\vendor\phenx\php-svg-lib\src\Svg\Tag\Ellipse.php", "PHP", 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 38
"c:\xampp\htdocs\poncelet-sis\cotizador\vendor\phenx\php-svg-lib\src\Svg\Tag\Group.php", "PHP", 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 9, 34
"c:\xampp\htdocs\poncelet-sis\cotizador\vendor\phenx\php-svg-lib\src\Svg\Tag\Image.php", "PHP", 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 13, 63
"c:\xampp\htdocs\poncelet-sis\cotizador\vendor\phenx\php-svg-lib\src\Svg\Tag\Line.php", "PHP", 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 39
"c:\xampp\htdocs\poncelet-sis\cotizador\vendor\phenx\php-svg-lib\src\Svg\Tag\LinearGradient.php", "PHP", 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 16, 84
"c:\xampp\htdocs\poncelet-sis\cotizador\vendor\phenx\php-svg-lib\src\Svg\Tag\Path.php", "PHP", 474, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 73, 582
"c:\xampp\htdocs\poncelet-sis\cotizador\vendor\phenx\php-svg-lib\src\Svg\Tag\Polygon.php", "PHP", 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 34
"c:\xampp\htdocs\poncelet-sis\cotizador\vendor\phenx\php-svg-lib\src\Svg\Tag\Polyline.php", "PHP", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 32
"c:\xampp\htdocs\poncelet-sis\cotizador\vendor\phenx\php-svg-lib\src\Svg\Tag\RadialGradient.php", "PHP", 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 4, 18
"c:\xampp\htdocs\poncelet-sis\cotizador\vendor\phenx\php-svg-lib\src\Svg\Tag\Rect.php", "PHP", 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 56
"c:\xampp\htdocs\poncelet-sis\cotizador\vendor\phenx\php-svg-lib\src\Svg\Tag\Shape.php", "PHP", 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 13, 63
"c:\xampp\htdocs\poncelet-sis\cotizador\vendor\phenx\php-svg-lib\src\Svg\Tag\Stop.php", "PHP", 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 4, 18
"c:\xampp\htdocs\poncelet-sis\cotizador\vendor\phenx\php-svg-lib\src\Svg\Tag\StyleTag.php", "PHP", 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 28
"c:\xampp\htdocs\poncelet-sis\cotizador\vendor\phenx\php-svg-lib\src\Svg\Tag\Text.php", "PHP", 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 13, 71
"c:\xampp\htdocs\poncelet-sis\cotizador\vendor\phenx\php-svg-lib\src\Svg\Tag\UseTag.php", "PHP", 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 24, 97
"c:\xampp\htdocs\poncelet-sis\cotizador\vendor\phenx\php-svg-lib\src\autoload.php", "PHP", 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 1, 17
"c:\xampp\htdocs\poncelet-sis\cotizador\vendor\sabberworm\php-css-parser\CHANGELOG.md", "Markdown", 0, 161, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 81, 242
"c:\xampp\htdocs\poncelet-sis\cotizador\vendor\sabberworm\php-css-parser\README.md", "Markdown", 0, 546, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 87, 633
"c:\xampp\htdocs\poncelet-sis\cotizador\vendor\sabberworm\php-css-parser\composer.json", "JSON", 0, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 70
"c:\xampp\htdocs\poncelet-sis\cotizador\vendor\sabberworm\php-css-parser\src\CSSList\AtRuleBlockList.php", "PHP", 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 11, 84
"c:\xampp\htdocs\poncelet-sis\cotizador\vendor\sabberworm\php-css-parser\src\CSSList\CSSBlockList.php", "PHP", 101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 8, 144
"c:\xampp\htdocs\poncelet-sis\cotizador\vendor\sabberworm\php-css-parser\src\CSSList\CSSList.php", "PHP", 318, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 134, 28, 480
"c:\xampp\htdocs\poncelet-sis\cotizador\vendor\sabberworm\php-css-parser\src\CSSList\Document.php", "PHP", 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 79, 14, 173
"c:\xampp\htdocs\poncelet-sis\cotizador\vendor\sabberworm\php-css-parser\src\CSSList\KeyFrame.php", "PHP", 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 15, 105
"c:\xampp\htdocs\poncelet-sis\cotizador\vendor\sabberworm\php-css-parser\src\Comment\Comment.php", "PHP", 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 11, 72
